0x02c7d89d8912a3e6a4b54468360c861c5a2c26d9,32.25046745
0x035312d384efaef0fb1e4f44d5d57b389d3ddbc6,1764.48818970
0x038ac1795d2c99b312e981e2992bfc45d0b3c73e,3601.95783981
0x075cafcda6cc6b472ed9ac0a23d22730a112fc11,10250.77586460
0x0cde3c1c987da50df339a3e3e0e13345a3c6c018,23.28193601
0x0f4ea0b0dc3bf50171c3fd3e4a134757b5ac2332,61.57170365
0x1b3f7964929dae299f194d46b7386b0df8f10db3,374.32655133
0x1ce89119146fe1f0ab2f3525909b946d895098dc,16064.90849380
0x1d8bec5498f439506c9ecafab8b92b0ce74c2074,40.81642483
0x1ff810c7929a137d9222f18e48b382fccef018c0,3.43425908
0x21373fa7b22ff7492f1a1909f4e87706c1258dea,260.68320286
0x23d5f49222bdb9fd5944b9e8ce0b5b21c4079c64,2183.03355052
0x24c8d5c3a087326dfdcb2a4289e7fd4b0a1abf43,318.89041948
0x25a29b20ceb6a369d707a4af766dfc646f46fce2,321.79781837
0x266a9ec6801a30096e08563ba2e7630617f1912b,1903.20257148
0x26ed9e7d67e85f712de5e97657dcb5508367c10f,4.92145575
0x2b21a902e9cdd6d113a3d2ce1f377a0ec70b7717,0.83020994
0x2bc7c805a2cfba22ae009df505de1a5b9d7e2f36,679.13839757
0x2f451619a747cf3cfbf9b95fc33143fb7784d87f,902.64521314
0x368955efb1bf001683cb5f7ab223380caf0b86e5,8.57273009
0x3868c22f2bdbf88ea03baceb4a3702d4e8358845,30.62037921
0x3d3dc4b0445f1063644e9d0b2ba1c66f7958f248,375.37184266
0x416af050bdd31eb3cf2dec83b0399b84783038b9,2231.23639442
0x4199ec8fe98c2b310e93eff56b9c5a03fec83300,4756.03737862
0x4230ae7a30caf14dd6c6546fc85fcf9adc424aae,68179.46425713
0x4375113e04f8a1132e699457239fad34e6ee4383,3347.43049035
0x467d0b7dcd479cea00e911c1dd6c7881071ac094,8602.42359202
0x480bc123c37748ccd1b86541b0f8bd2388ece0a8,72.46797342
0x4da49609134ff4d4d89767a039a6277bc2d5ad54,25.63370373
0x4e5b2447077fbbe3bd3d69bee701344e9ca7a8dc,68.03897915
0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,4087.08749756
0x54639740ad4c316eeb9b4ba145b383901e04eaa3,3762.21645720
0x55d0cecd3c360098ebfb10a9013d2059c492f930,54.79265978
0x5819ca300ca49df0e0fdc2fde2a75e0e8909b96c,1764.22245475
0x58229507bc00c4f7757ed7bad54a188d5a9b371a,948.30668208
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,0.61037430
0x5999865518c9de250b820762130ff7a7119a4558,58.05154990
0x5aa0bc7c602970b290091902d09d8f0e64c1cb91,0.42540465
0x5b78ae09929c53c77ba29a13265e35a2f62dd89f,1580.14002205
0x5d0ac389c669d6efe3ba96b9878d8156f180c539,5796.59537377
0x62168cd454c67658871e7399847377f72a55f127,76.36555047
0x65d2913731fe8138bbaedded8cef1ecdc62a481e,28.99122975
0x6903bc5e96697ef9a9f0c7f80ccee8f67e184b5e,871.02606163
0x693bb875bfa667073acf9c62782909da88aafc39,170739.62131805
0x69b0c84ce54b61b2861867fedb9fa9ff8617d40a,832.83633189
0x6a61dc52015945dfc6cd0c42f94a722d5022e3d1,537.79121081
0x6d84264a7bd2cffa4a117ba2350403b3a9866949,4722.09088690
0x6e086e1c6b2f12f2284c78cc009278f6bcd6ff45,21265.62011114
0x6f55e8bfd11c2631106db709a33ed177978b05fe,6792.14094680
0x6ffb400bf628e1bc43d96bce456660ab9a99b754,404.76730610
0x7289ac2d573e4e76a2ffa17dc683e3e502c71726,3.19308143
0x756bedbc9f4ef74c20de97f35fb21bf501f4a848,628.22275084
0x75fe07c03a84bc4f01d6ade9885a8687cd43d262,2061.36218771
0x76d2ddce6b781e66c4b184c82fbf4f94346cfb0d,32.89765081
0x77021bf8dc293628d341365b9018d18605b56dd5,23.28629326
0x77029090e07f7d144538c74cd3b7ecf674d82f62,480.23474068
0x7724843c41710c820c0939097b23215a24450bb8,2470.72109738
0x77693ff03fd85f9181e5e577b8cabfddac00880a,26755.88395589
0x77aacbd02305da2146f9af44063ed645dbecd5c8,1312.65971376
0x79b65a7e7322bae0fd9d1c5b8384cdfd49223c05,289.80223156
0x79fa10607ff56f83b1479203378ffb3c3f2cd061,574.18715775
0x7ac948f2dd524f073f0498421fdfa3dfbf088f76,519.48766052
0x7f2c01b6976d6d384e1bd9908ce7b9df8c900ecf,131.24070421
0x8128743fc67f5647d4ffe851c3693f0bbf687964,9997.45232032
0x87ecc78e74a857069cf49bb0c52ad1c929ffc304,421.66472371
0x8879610b84998f8b564949b21effa51c25f92217,2.90785787
0x89cd44bf370e6889f3e1400002455d5916fd459e,2.87380379
0x8a0d29ffeecb01b12f3b4e285114c798f7879b16,159.65384171
0x8c181cd33d32d4d87675e8dbf2643d3e26b7ed90,726.21865877
0x8f55014419eeab8651c13ec67e8ac06ccf2146ed,882.20861034
0x8fc87c199203332c1cc43430b9fad2b1868e44d0,229.96032097
0x922bb1ad44ca3192c93e87dda1ac70ceb2fe0926,313.98665689
0x93a99123b6cf9587fdfa007e42c04620ff1c0979,1.69615315
0x943c1294312b09fcc3a2c1f78a92e6c7f01692aa,1618.35574685
0x94e7da510e9c724eb4510c1391768ffd2a21594f,851.68195032
0x9634c2c8efb6e38780bcfd6763ba1b9c18ba6f34,1.05246798
0x9996f0625a29ac20e06bac3e95e753b5bab2a6f6,20958.24122982
0x9d6949cfb82266da146daf32c52994e2224a8b38,8470.51662357
0x9fa10388d2bb8b7d8a2c8586772876d6302d4cb3,509.79655962
0x9fbff367863b0599ba0d2040df00887f99ce8032,54.49464932
0xa1457afa30b8e396cde5bac320ed7c8e7b521bc8,2733.55716318
0xa1653bddedffb4303e44a492ecb4651abb7042c5,35.51707513
0xa294cbad27d1fb870b45386984cdaf01cdff0b7a,28.73766883
0xa7617addb52bc80a62ea1ca7c25a7a2a07ecafc3,32.56954768
0xa768b6a093198aab126f199ae9bcb234ddb62326,277.57537773
0xab6e1938d982dbde84a1f4af0e268ac1c3113f99,7153.20265498
0xabc1875d2884e340a005e7420b3bf332319f8187,143.09014339
0xac8f9218bc3460ff2a339657c99deb5d18c86047,3.54077962
0xb06ddc63b52c0c46c2ddffb70514c2922ccf3bcb,190.45288721
0xb16bbd54a5c54280ea7bedc33163f27f68e2a349,38528.77596705
0xb1f914719f6d9f3e29d12d36ec6ae8de3158d38f,4614.79867465
0xb92989fc5d472be76a46b242120dc3da6f7ad1a7,255.30584960
0xb96b04caaa7e945e86ecf1714ab78cb3451b6f03,2410.36070289
0xba9745dd02cb61de76acd69acaf064a53c4bbc0f,59.69100200
0xbcffd7747877ef523e3c3a2521e6181a51d51958,2150.94109805
